,screen_name,lang,followers_count,friends_count,cluster_name,cluster_country,description
2835,chantallaurent1,fr,1443,1988,French_Right-Wing,France,je crois au travail et suis contre trop d assistanat ;  j'aime la langue francaise et l'humour ; contre la violence  sous toutes ses formes
2836,HenryHenryssiap,fr,1808,1976,French_Right-Wing,France,Tweets personnels le surf l'Ocean le vin mes Proches la liberté ...
2837,Onlyshe31,fr,1792,1381,French_Right-Wing,France,"Politiquement peu correcte ... mais réaliste, enfin je crois! Athée, viscéralement à Droite, non encartée! Et le Rugby, j'adore! Allez Les Rouges Et Noirs!!!"
2838,FranceEnGuerre,fr,24203,15312,French_Right-Wing,France,"J'emmerde la gauche,bobos PS et autres tarés! Bref de droite, circulez y'a rien à voir!"
2839,hdebonnevolonte,fr,8260,8344,French_Right-Wing,France,l'idéologie #Tranhumaniste (dont celle du #Genre n'est qu'un avatar) est sans doute la + dangereuse qui ait jamais menacé notre Humanité.
2840,David_vanH,en,11440,4664,French_Right-Wing,France,"fondateur et ex leader #HollandeDemission [mouvement democratique pour 1 controle des elus par le peuple]  
/--/
actuellement en re-Conversion"
2841,Linformatrice,fr,22299,800,French_Right-Wing,France,Professeur de philosophie et de théologie comparée. Femme rabbin dans la vie privée. Décortiquer l'actualité et dénoncer les postures menant à l'imposture.
2842,lejdv_fr,fr,1544,220,French_Right-Wing,France,"Le journal des veilleurs I Gazette non officielle. 
Suivez l'actualité des veilleurs : infos, témoignages, dossiers..  sur http://t.co/o0g8vL0db1 ou sur"
2843,Le_Reel,fr,1570,539,French_Right-Wing,France,"Média indépendant d’alerte, d’information et de réflexion sur les mutations actuelles et à venir. Retrouvez-nous aussi sur Facebook : https://t.co/nXkH9JNBEo"
2844,CroireEtOser,fr,1666,1996,French_Right-Wing,France,#Sentinelles #PrintempsFrançais #Catho #Réac #SciencesPo Nunc et Semper
2845,DenisPayre,fr,11558,74,French_Right-Wing,France,Président de @Nous_citoyens - Entrepreneur #BusinessObjects et #Kiala
2846,soloneo33,fr,2156,2145,French_Right-Wing,France,"Patriote, catho, français de souche, réac, souverainiste...bref tout ce qui fait horreur à la gauche ... et j'en suis FIER !"
2847,NMolieres,fr,3272,2268,French_Right-Wing,France,"La vraie droite ~ Patriote, Souverainiste, pro-Poutine
Un peu râleuse sur les bords ~ Ne supporte pas la connerie humaine  † ن ☨"
2848,Sergent93192705,fr,2549,2582,French_Right-Wing,France,la Vie passionément
2849,MsieurLapique,fr,18574,7240,French_Right-Wing,France,"Anti gauche, râleur, piquant, caustique... Chaque jour, images et dessins politiques (voir images récentes) #UMP ..."
2850,karinelabonne,fr,2999,1262,French_Right-Wing,France,Avec Jean-François Copé pour Génération France.fr. Je ne suis pas systématiquement en retour et rarement immédiatement. J'ajoute : mes tweets n'engagent que moi
2851,GauthierBouchet,fr,2760,2858,French_Right-Wing,France,"Conseiller municipal et de quartier de Saint-Nazaire, conseiller communautaire à la #CARENE. Membre du #FN. Responsable Internet du @CollecEcologie."
2852,europesperance,en,1876,1231,French_Right-Wing,France,"Deploying Europe's traditional Christian identity in the electronic age. Independent account, by Peter Marstrand. Extensive gallery of live photos by activists."
2853,chrisquette,fr,3826,4136,French_Right-Wing,France,"mariée, mère de 3 filles & grand-mère de 4 petits-enfants, retraitée, suivie p/ @NicolasSarkozy, @jf_cope, @nadine__morano et @GeoffroyDidier   #LesRepublicains"
2854,BourdonCyril,fr,1826,1969,French_Right-Wing,France,"Délégué MoDem du Nord-Cotentin (50) / Conseiller municipal Cherbourg / Candidat aux législatives 2012. Geek H24 7j/7 . Attention, mes tweets n'engagent que moi."
2855,FredElNacional,fr,1893,2051,French_Right-Wing,France,"patriote suivi par Poutine,Assad,Mickey et ma grand-mère RIP"
2856,PrintempsFrance,fr,4828,464,French_Right-Wing,France,"Puissance de la #Vie & de la #Vérité en #France
#Printemps des #consciences #Embryon féminin géant trentenaire"
2857,OnVaOuApres,fr,1510,1968,French_Right-Wing,France,"S'interroger sur la direction que prend notre société ... et rester debout en force de proposition
#Veilleur #Sentinelle #Onlr"
2858,Anselmedevil,fr,2880,3162,French_Right-Wing,France,"La dérision, c'est le salut du monde. Rien n'est important, tout est insignifiant, la vie est farce. Seule compte la grandeur de la France !"
2859,patluna,fr,3654,3329,French_Right-Wing,France,"COMPTE EN VEILLE, JUSTE DE EN LECTURE LES MALADIES ONT GAGNÉ VOUS AIME TOUTES ET TOUS...DIEU VOUS GARDE ET VOUS BÉNISSE ! AMITIÉS EN UNION DE PRIÈRES...
patrick"
2860,FrenchR1ck,fr,2651,2844,French_Right-Wing,France,"French supporter and now friend of Tommy Robinson (@TRobinsonNewEra)   -   #LetTommySpeak  - 
#iStandWithTommy  #TeamTommy   -    Identitaire (France)"
2861,ChBouchet,fr,1937,569,French_Right-Wing,France,Militant  pour la cause du peuple et de la nation.
2862,ilm_cc,fr,1258,1395,French_Right-Wing,France,"21 ans, Catholique et Royaliste (#TeamLouisXX), Identitaire et Nationaliste. Vote #FN par stratégie Suivi par @MLP_officiel @a_chauprade"
2863,wdesaintjust,fr,7706,784,French_Right-Wing,France,"Compte officiel de Wallerand de SAINT JUST, tête de la liste #FN #RBM aux élections #régionales2015 en Île-de-France #IDFBleuMarine"
2864,MLP_officiel,fr,685999,3106,French_Right-Wing,France,Présidente du @FN_officiel | Coprésidente du groupe #ENL au Parlement européen | Candidate à la Présidence de la région #NPDCP aux #Régionales2015
2865,FN_officiel,fr,84438,493,French_Right-Wing,France,"Le Front National est un mouvement politique français, patriote et souverainiste présidé par @MLP_officiel. #FN"
2866,PatrioteLibre,fr,4379,3572,French_Right-Wing,France,Suivi par @MLP_officiel
2867,soleildumidi,fr,5441,4537,French_Right-Wing,France,#Sarkozyste #Antimondialiste #Eurosceptique #Stopislamisation - Retweeteuse acharnée. Je F. Back tous les droitistes sympas et ouverts d'esprit. #HumourToujours
2868,maxime7,fr,6963,2541,French_Right-Wing,France,"Etre de #gauche demande un tel désintéressement, tellement de grandeurs d'ame et de bonté, que je sais que je n'en suis pas capable."
2869,antoinne92,fr,1666,1275,French_Right-Wing,France,"Non à la filiation fiction,                                           
Non à la théorie du genre, 
#SoulagerMaispasTuer
Hauts de Seine"
2870,Ximena_69,fr,2109,940,French_Right-Wing,France,Couteau Suisse #SocialMedia chez @AgenceValgo : #CM et #Infographie | Passion n°1 : rire | Consultante en cafés allongés | #ComPol #AvecBLM
2871,BillBevet,fr,1210,1674,French_Right-Wing,France,Ecologie Humaine : une révolution - Marié 4 enfants (même femme chérie !)
2872,Degage_Hollande,fr,5707,621,French_Right-Wing,France,"Parce qu'il ridiculise le pays, paralyse l'économie, l'investissement et le travail. Et surtout parce que les Français ne veulent plus de lui #HollandeDégage"
2873,BVoltaire,fr,14843,143,French_Right-Wing,France,La liberté guide nos pas...
2874,regali69,en,1358,1441,French_Right-Wing,France,Sarkozyste
2875,agnesh4105,fr,2174,2183,French_Right-Wing,France,"Retraitée de la fonction publique hospitalière,j'aime cuisiner et partager mes recettes.Je rêve du retour de NS,pour mettre Holland au rebut."
2876,fandetv,fr,1839,1213,French_Right-Wing,France,"Le 13 Janvier, nous étions 1 million à manifester contre la proposition 31 de François Hollande #MariagePourTous ! Puis 1,4M le 24 Mars ! Et 1M le 26 Mai !"
2877,DavidduColla,fr,1351,446,French_Right-Wing,France,Khâgneux B/L à Janson. Trop libéral pour vous. #ThatcherBoy #CathoDébranché #TeamChocolatine
2878,nerolope,fr,3258,2419,French_Right-Wing,France,"retraitée et militante  les républicains passionnée de voyage de cuisine ,de politique.de mon bouledogue et de mon boston  NS 2017 droite forte"
2879,glorieusefrance,fr,5325,4593,French_Right-Wing,France,Consultant Intelligence économique/ #Gaulliste #bonapartiste/ M2 Dt International+Ecole de Guerre éco/ #Patrie #Souveraineté #Puissance #Industrie #Influence
2880,bdelgendre,fr,2330,2539,French_Right-Wing,France,"Génération Citoyens 75 
Chrétienne
Patriote"
2881,RevolFrancaise,fr,2216,1980,French_Right-Wing,France,"J'appelle tous les Gaulois et Gauloises de FRANCE et d'Outre-Mer à se REVOLTER, contre le système #UMPS  @MLP_officiel et @lepenjm #Patriote #FN #RBM"
2882,DamienRieu,fr,6741,1353,French_Right-Wing,France,
2883,Nouveaux_Poppys,fr,1268,1396,French_Right-Wing,France,"Non, non, rien n'a changé
Tout, tout a continué
Hey hey, hey hey"
2884,JeanLeChouan,fr,2438,2664,French_Right-Wing,France,"Dieu et Le #Roi
Le drapeau blanc défend contre la mort.
Ne les croyez pas,ne les craignez pas,ne leur demandez rien #Soljenitsyne #ONLЯ #JeSuisCharlesX"
2885,Revolte_Fiscale,fr,1353,793,French_Right-Wing,France,La revolte fiscale c'est maintenant !!!
2886,Dorimene2,fr,1842,2009,French_Right-Wing,France,
2887,popoche69008,fr,2881,3165,French_Right-Wing,France,Ex Globe trotteur Caricatures Contre l'injustice Chaque jour passé est un de moins à vivre #15 août 2015 Lib Eg Paternité suiv par DGSI Kzn
2888,RaymondChoquell,fr,1707,1322,French_Right-Wing,France,"Où devons-nous aller, nous qui errons dans cette désolation, à la recherche du meilleur de nous mêmes.
#Marseille... #Provence"
2889,LaMutine,fr,6032,3215,French_Right-Wing,France,J'dynamite aussi sur @EconomieMatin - @PolitiqueMatin_ et @BVoltaire  -
2890,metallique53,fr,1742,1088,French_Right-Wing,France,"politique, Hard Rock, sciences, tout me sied. #VFrVraieMerde, passez votre chemin."
2891,Rustydufort,en,2901,2796,French_Right-Wing,France,. . . .
2892,Charlotte_soula,fr,1715,873,French_Right-Wing,France,"✞ inri. France, fille aînée de l'Eglise."
2893,JackSparrow1147,en,1341,1263,French_Right-Wing,France,"Royaliste car nationaliste - Catholique - Militant d'AF - suivi par @Yvan_Benedetti, @Gabriac et @P_Vardon - 《 Un jour viendra où les traîtres paieront ! 》"
2894,Touchepasalafam,fr,3550,518,French_Right-Wing,France,Touche pas à la famille ! ن
2895,herstalle,fr,6317,4544,French_Right-Wing,France,"«Dis moi qui tu suis, je te dirai qui tu es...»  FDS en zone occupée Marseille 3ème - Belle de Mai"
2896,ThePunisher1977,fr,1247,1255,French_Right-Wing,France,"La pendule de la justice retarde parfois, mais son heure finit toujours par sonner...Au service des innocents et des plus faibles. #TeamJusticiers"
2897,1pourtouspouris,fr,1215,1909,French_Right-Wing,France,
2898,edensissi,fr,3299,3019,French_Right-Wing,France,"Mal à ma France,en résistance depuis mai 2012 ! #ONLR- suivie par @NicolasSarkozy -Humour (◕‿-)«Le jour est proche où nous n’aurons plus que l’impôt sur les os»"
2899,_Rebeyne_,fr,3190,858,French_Right-Wing,France,Génération Identitaire Lyon
2900,nelachonsrien,fr,10181,198,French_Right-Wing,France,Compte officiel du #PrintempsFrançais #ONLR #Я
2901,ndffr,fr,5017,54,French_Right-Wing,France,Le compte Twitter officiel du bimédia libéral-conservateur Nouvelles de France. Libertés et responsabilité !
2902,doltostoi,fr,1500,1634,French_Right-Wing,France,"Never complain, never explain"
2903,L_Volonte,it,3304,2361,French_Right-Wing,France,"Italy,Europe.Married,one wife and two daughters. Former Chair EPP Group/PACE. CeO of Novae Terrae Foundation.Chair Dignitatis Humanae Institute,Board CitizenGo"
2904,LGarnier44,fr,11341,2750,French_Right-Wing,France,Tête de Liste #LesRépublicains #UDI en #LoireAtlantique pour #Régionales2015 #PDL avec @BrunoRetailleau. Conseillère Municipale & Communautaire #NantesMétropole
2905,Politicalement,fr,2880,3016,French_Right-Wing,France,Politicalement de droite. Sarkozyste. Tweets humoristiques...ou pas. #HollandeDegage
2906,LaureFerrari,fr,1074,417,French_Right-Wing,France,Executive Director of the IDDE. For the Europe of nation-states.
2907,AtanaseParis20,fr,1983,961,French_Right-Wing,France,#Conseiller de #Paris - @LesRepublicains - Créateur de la #FêteDesVoisins et de #VoisinsSolidaires
2908,morfinif,fr,3163,2834,French_Right-Wing,France,Bleu blanc rouge et à droite toute
2909,Natentongs,fr,2782,3055,French_Right-Wing,France,"Tweeter m'a médusée, j'ai beaucoup twité, j'ai été suspendue, je suis revenue. Encore plus piquante.On ne me fera pas taire, c'est dans mes 140 caractères"
2910,Boussemaer,fr,5395,2852,French_Right-Wing,France,"Jean-David Boussemaer // Parmi mes centres d'intérêt : politique, société, numérique (@boussemaer_pro), patrimoine, @art__contempo & @_Le_Luxe_"
2911,pascal44p,fr,11579,8067,French_Right-Wing,France,"Gaulliste pour le #Rassemblement de la droite. Master 2 #DroitSocial Un RT ne vaut pas accord. Electron libre, pro #Guaino politiquement tres incorrect"
2912,Mimifranche,fr,1812,2000,French_Right-Wing,France,De droite .Catholique .Fiere de la France et de son histoire .En rebellion depuis mai 2012 . Quand nous aurons viré les socialistes et leurs lobbys ...
2913,kauffmann_udi,fr,1830,1286,French_Right-Wing,France,Militant UDI Lorraine | Etudiant @Univ_Lorraine | @UDIJeunes57 | @UDI57
2914,Sentinelles_fr,fr,7285,401,French_Right-Wing,France,COMPTE OFFICIEL - Sur Facebook : Les Sentinelles - Officiel.
2915,adroitetoutes01,en,6121,4792,French_Right-Wing,France,"Pour la sauvegarde de la culture, des valeurs et de l'identité de la France - Ex-UMP #RBM #SIEL - #ChrétiensdOrient  #Pro-Israël"
2916,Diderot12,fr,2753,2467,French_Right-Wing,France,#JeSuisFrançais
2917,JChristopMartin,fr,2098,1565,French_Right-Wing,France,Délégué-Adjoint des Républicains pour la 7ème circonscription de Paris | Conseiller du Quartier Belleville-Saint-Maur
2918,MahmoudTall,fr,1698,1718,French_Right-Wing,France,Pro.:Chargé de développement culturel // Politique:Chargé de Mission @lesRepublicains de la 6ème circonscription de Paris  #Libéral #Humaniste #Républicain
2919,jacques_lefort,fr,3977,4327,French_Right-Wing,France,"Mémoire et Histoire. Animateur du #SouvenirFrancais, Commandant de gendarmerie dans la réserve citoyenne, ancien président national @Anaj_Ihedn. Elu à #Paris11."
2920,LiberTPolitique,fr,2628,611,French_Right-Wing,France,Laboratoire d'idées politiques. Revue trimestrielle. Doctrine sociale de l'Eglise - Toute la société a l'obligation de défendre le bien commun (Laudato si').
2921,VallsDegage,fr,1121,33,French_Right-Wing,France,Découvrez le véritable bilan de #Valls et son action néfaste ! RT n'est pas approuver.
2922,enpatrouille,fr,2038,2242,French_Right-Wing,France,"«Ns avs reçu 1 trésor : partout des cathédrales & des églises, personne ne ns interdira de revendiquer nos racines Chrétiennes». #NS meeting Trocadéro -mai2012"
2923,sougi244,fr,1315,2001,French_Right-Wing,France,"Sarkoziste +++ j'en peux 
plus de la Hollandie. La gauche me donne des boutons:son intolérance,son assistanat,son esprit moralisateur"
2924,A_de_St_Germain,fr,3185,2045,French_Right-Wing,France,"Moins qu'on ne dit, plus qu'on ne croit. Dieu est vivant et en bonne santé : il travaille actuellement avec moi sur un projet moins ambitieux !"
2925,ldevilloutreys,fr,4517,4925,French_Right-Wing,France,Curé de la paroisse Sainte-Thérèse-de-l'Enfant-Jésus en Châtelleraudais Dialoguer signifie être convaincu que l'autre a quelque chose de bon à dire (p François)
2926,AnthonyBressy,fr,2659,1041,French_Right-Wing,France,#ComPol À droite avec @ECiotti
2927,France,fr,33300,2,French_Right-Wing,France,"Toute l'actualité en France - nouvelles, économie, politique, culture."
2928,DominiqueQuenin,fr,2108,1888,French_Right-Wing,France,Agitateur de conscience du net (et du pas net). Lui-même sous surveillance neturellement.
2929,Antoine_Specter,en,2,41,French_Right-Wing,France,
2930,Laet_de_r,fr,1336,1778,French_Right-Wing,France,ki pique contre la pensée unik
2931,actuzemmour,fr,7989,959,French_Right-Wing,France,"Retrouvez les interventions d'Éric Zemmour sur RTL (#RTLMatin), Le Figaro, Paris Première (#ZENPP)... et bien plus encore ! Compte non officiel."
2932,FigaroVox,fr,11103,476,French_Right-Wing,France,"Débats, opinions, controverses... Donnez-nous votre avis!"
2933,nathanou,fr,2776,2123,French_Right-Wing,France,"SARKOZYSTE suivie par Nicolas Sarkozy,lesRepublicains anti-gauche haineuse https://t.co/nOTuztJym0"
2934,OMissud,fr,2854,1855,French_Right-Wing,France,"FIERE DETRE SARKOZYSTE #LesREPUBLICAINS
FauxCuLDeDroiteCirculez#SuiviePar@NicolasSarkozy @N.Morano @V.Debord @G.Peltier @G.Didier @L.Sarkozy"
2935,VictorRsn,fr,2349,2480,French_Right-Wing,France,"Lyonnais tombé amoureux de l'Australie. Un peu de foot, de social media et surtout de la politique. #TeamOL RDJA Communication & e-Riposte pour les @JeunesRep69"
2936,TeamBarjot,fr,1998,799,French_Right-Wing,France,Compte de l'équipe de @FrigideBarjot - Infos & Photos - Nos tweets n'engagent ni @FrigideBarjot ni @AvenirPourTous - Une question ? Le DM est fait pour ça ! :)
2937,FrigideBarjot,fr,14955,1179,French_Right-Wing,France,"Chroniqueuse du Monde, passée avec âme et mini-jupe à Jésus: jamais plus ne se taira à la face du monde, ni ne se terrera dans le monde! » @AvenirPourTous"
